"","var","param_est","count_iter","gradient","negLL","coef","t.stat"
"1","constant_LandBldg","-1.76765479772405","40","0","-83342.4278369723","4.13308224736761","11.2065937295127"
"2","constant_LandOnly","0.106983504630831","0","0","0","3.98995158581615","10.8129587368719"
"3","constant_Condo","0.0130949254247332","0","0","0","3.4894884679312","9.46127596232386"
"4","distance.num","-1.9482279814763","0","0","0","-0.0146834425871995","-58.2517526423733"
"5","area.m2.num","-0.0422032893219555","0","0","0","0.0024958145472877","313.861802152266"
"6","total.floor.area.m2.num","-1.04245762697387","0","0","0","0.000636199184974452","88.5313333732762"
"7","building.age","-0.887978505055832","0","0","0","-0.0114883620129873","-110.355890272601"
"8","LandBldg_RC","0.00928192196960888","0","0","0","0.475254404535012","39.2773965388883"
"9","LandBldg_S","0.00308200569359161","0","0","0","0.223722066982587","20.071720339105"
"10","LandBldg_W","-0.854094240727463","0","0","0","-0.117000922623602","-11.5924193804569"
"11","built.1981_2000","0.0022174582068502","0","0","0","0.154714652969239","45.292577408826"
"12","built.after2000","-0.789822783806217","0","0","0","0.393805673559564","122.803863526325"
"13","Urban_Control","0","0","0","0","-0.943463358671724","-33.6808310442044"
"14","max.building.coverage.ratio","0","0","0","0","-0.00187388371320287","-19.6120478765551"
"15","max.floor.area.ratio","0","0","0","0","0.00042426410130124","28.8131910155811"
"16","City_Fukuoka","0","0","0","0","-0.964373197158011","-61.9473162767882"
"17","City_Osaka","0","0","0","0","-0.250584312873632","-32.7627829579798"
"18","City_Sapporo","0","0","0","0","-1.29755484933191","-77.4668000413707"
"19","log.nGDP","0","0","0","0","0.532574119966333","23.1385172076124"
"20","log.CPI","0","0","0","0","1.54912223833408","23.3218122803667"
"21","PctImmi","0","0","0","0","6.82526233678641","54.1168303910836"
"22","Ncrime","0","0","0","0","-0.0449880300589338","-41.4499694747215"
"23","PctUnemploy","0","0","0","0","-4.73442347215154","-39.8552804809135"
"24","PctExec","0","0","0","0","3.07197897621903","28.0476546226669"
"25","JSHIS_I45_55","0","0","0","0","-0.157136967969235","-6.88775555677949"
"26","JSHIS_I55","0","0","0","0","-0.615976093033155","-23.7980663105655"
"27","Xpsi","0","0","0","0","-0.0524903473208537","-8.557687760953"
"28","psi","0","0","0","0","4.11","2.65502149051361"
